"No";"Civility";"First Name";"Last Name";"Email";"City";"State";"Zip code";"Date";"Campaign";"Phone";"Opt-in"
589;"Mr";"Vincent";"Schmidt";"sschmidtdn@narod.ru";Oakland;"CA";94612;2/12/2014;"Hoodies";"";"Yes"
590;"Mr";"Pierre-Marie";"Simpson";"ssimpsonp1@gmail.com";Philadelphia;"PA";19146;6/20/2015;"Hoodies";"";"Yes"
591;"Mr";"Sébastien";"Stanley";"sstanleygs@netlog.com";Concord;"MA";01742;10/16/2015;"Hoodies";"";"Yes"
592;"Mr";"Sylvain";"Thomas";"sthomas@orange.com";Saginaw;"MI";48607;10/10/2015;"Dresses";"";"Yes"
593;"Mrs";"Nathalie";"Warren";"swarrenho@minefi.fr";San Francisco;"CA";94124;11/23/2014;"Hoodies";"";"Yes"
594;"Mr";"Hubert";"Weaver";"sweaverdr@gmail.com";Las Vegas;"NV";89101;1/16/2015;"Hoodies";"";"Yes"
595;"Mr";"Eric";"Wright";"swrightaa@walmart.com";Norfolk;"VA";23513;9/21/2015;"T-shirts";"";"Yes"
596;"Mr";"Christian";"Chavez";"tchavezdl@forbes.com";Mountain Home;"TX";78058;1/11/2015;"Shoes";"";"No"
597;"Mr";"Thierry";"Chavez";"tchavezr3@vkontakte.ru";Concordia;"MO";64020;10/19/2015;"Shoes";"";"Yes"
598;"Mr";"Christian";"Clark";"tclarkld@orange.com";Minneapolis;"MN";55401;10/9/2015;"Shoes";"";"Yes"
599;"Mrs";"Marie-Françoise";"Davis";"tdavis9z@bergerlevrault.com";Saint Cloud;"MN";56301;4/4/2015;"Shoes";"";"Yes"
600;"Mr";"David";"Diaz";"tdiaz7j@bing.com";Frazer;"MT";59225;8/9/2015;"Dresses";"";"Yes"
601;"Mr";"Thierry";"Ducan";"tdunan@groupama.com";Milwaukee;"WI";53225;11/6/2015;"Shoes";"";"Yes"
602;"Mr";"Thiery";"Elliott";"telliott89@airfrance.com";Louisville;"KY";40216;9/6/2015;"Dresses";"";"Yes"
603;"Mrs";"Tina";"Filerie";"tfelrie@arcelor.com";Mcallen;"TX";78501;8/19/2015;"Shoes";"";"Yes"
604;"Mrs";"Florence";"Fernandez";"tfernandez6s@nyu.edu";Oakland;"CA";94607;1/5/2015;"Hoodies";"";"Yes"
605;"Mrs";"Therese";"Gilbert";"tgilbertqg@atac.com";Dodge City;"KS";67801;7/30/2015;"T-shirts";"";"Yes"
606;"Mr";"Gérardo";"Grant";"tgrant6p@wiley.com";Greenport  Suffolk;"NY";11944;6/18/2015;"Hoodies";"";"No"
607;"Mr";"Etienne";"Hamilton";"thamiltono8@airfrance.com";Owatonna;"MN";55060;9/28/2015;"Dresses";"";"Yes"
609;"Mr";"Alain";"Harper";"tharper3n@blogtalkradio.com";Elmsford;"NY";10523;3/15/2015;"Shoes";"";"Yes"
610;"Mrs";"Delphine";"Howell";"thowellj2@leenti.com";Chicago;"IL";60607;10/13/2015;"Dresses";"";"Yes"
611;"Mr";"Thierry";"Lane";"tlaned@macif.fr";Worcester;"MA";01609;2/22/2015;"Dresses";"";"Yes"
612;"Mr";"Vincent";"Morris";"tmorris5y@etsy.com";New Brunswick;"NJ";08901;5/29/2015;"Dresses";"";"Yes"
613;"Mrs";"Marie";"Nelson";"tnelson6x@wunderground.com";Wilmington;"NC";28405;8/19/2015;"Hoodies";"";"Yes"
614;"Mr";"Pascal";"Phillips";"tphillipsk8@mozilla.com";Dalton;"NE";69131;4/4/2016;"Shoes";"";"Yes"
615;"Mr";"Robert";"Powell";"tpowellok@nyu.edu";Columbia;"MD";21046;1/25/2015;"Shoes";"";"No"
616;"Mr";"Pascal";"Reed";"treedpo@dion.ne.jp";Burr Ridge;"IL";60527;9/3/2015;"Shoes";"";"Yes"
617;"Mr";"Eric";"Ruiz";"truiz61@geocities.com";Clinton;"OK";73601;4/30/2015;"Shoes";"";"Yes"
618;"Mr";"Thierry";"Russe";"trussel@bnpp.com";Lowell;"MA";01852;10/9/2015;"Hoodies";"";"Yes"
619;"Mrs";"Véronique";"Schmidt";"tschmidtp8@sanofi.com";Chicago;"IL";60620;5/30/2015;"Hoodies";"";"Yes"
620;"Mr";"Walrand";"Sims";"tsims28@gmail.com";Laguna Niguel;"CA";92677;5/27/2015;"Hoodies";"";"Yes"
621;"Mrs";"Thérèse";"Tucker";"ttuckerr7@antalis.com";Chicago;"IL";60606;1/19/2015;"T-shirts";"";"Yes"
622;"Mr";"Thierry";"Warin";"twarin@sfr.com";Eagle;"WI";53119;12/12/2014;"Shoes";"";"Yes"
623;"Mr";"Fabien";"Watson";"twatsonb7@fc2.com";New York;"NY";10016;10/17/2015;"Shoes";"";"Yes"
624;"Mr";"Florent";"Weaver";"tweaverk6@airfrance.com";Lomita;"CA";90717;5/21/2015;"Dresses";"";"Yes"
625;"Mr";"Victor";"Bishop";"vbishoppk@friendfeed.com";Minneapolis;"MN";55415;1/18/2015;"Shoes";"";"Yes"
626;"Mr";"Jean-Philippe";"Cook";"vcookdp@a8.net";Fairmount;"IL";61841;1/21/2015;"Shoes";"";"Yes"
627;"Mrs";"Brigitte";"Gonzales";"vgonzalesef@talend.com";Pomona;"CA";91766;12/2/2015;"Hoodies";"";"No"
628;"Mr";"christophe";"Gonzalez";"vgonzalez8c@rsdi.fr";Washington;"PA";15301;12/17/2014;"Hoodies";"";"Yes"
629;"Mr";"Pascal";"Hanson";"vhanson4k@ehow.com";Schell City;"MO";64783;7/19/2015;"Hoodies";"";"Yes"
630;"Mr";"Charles";"Lopez";"vlopez41@dedecms.com";Urbandale;"IA";50322;5/6/2015;"Shoes";"";"Yes"
631;"Mr";"Sébastien";"Meyer";"vmeyernq@plala.or.jp";Austin;"TX";78741;2/17/2015;"Dresses";"";"Yes"
632;"Mr";"Antony";"Sanchez";"vsanchezon@shop-pro.jp";Jacksonville;"FL";32216;5/11/2015;"Dresses";"";"Yes"
633;"Mr";"Rodolphe";"Adams";"wadamsi5@senate.gov";California;"PA";15419;7/12/2014;"Shoes";"";"Yes"
634;"Mr";"Joel";"Butler";"wbutlerl2@a8.net";Enterprise;"AL";36330;9/15/2015;"Hoodies";"";"Yes"
635;"Mrs";"Delphine";"Cook";"wcook1f@gmail.com";Warren;"OH";44484;3/5/2015;"Shoes";"";"Yes"
636;"Mrs";"Claude";"Crawford";"wcrawfordii@centimia.com";Wayne;"NJ";07477;10/19/2015;"Dresses";"";"Yes"
637;"Mr";"Walter";"Diaz";"wdiaz@airfrance.Com";Lawrenceville;"GA";30245;3/2/2015;"Hoodies";"";"Yes"
638;"Mr";"Christophe";"Duncan";"wduncanfm@berkeley.edu";Tinley Park;"IL";60477;6/8/2015;"Shoes";"";"Yes"
639;"Mr";"Olivier";"Fuller";"wfuller7b@gmail.com";Apple Valley;"MN";55124;8/31/2015;"T-shirts";"";"Yes"
640;"Mr";"William";"Harvey";"wharvey5v@engie.com";El Paso;"TX";79901;2/2/2015;"Shoes";"";"Yes"
641;"Mr";"Wayne";"Lawrence";"wlawrence19@gmail.com";Jacksonville;"NC";28540;3/9/2015;"Dresses";"";"No"
642;"Mr";"Wayne";"Mcdonald";"wmcdonaldap@gmail.com";Annapolis;"MD";21401;3/4/2015;"T-shirts";"";"No"
643;"Mrs";"Brigitte";"Myers";"wmyers1@spiegel.de";Minneapolis;"MN";55406;5/25/2015;"Shoes";"";"Yes"
644;"Mr";"Dejan";"Price";"wpricekb@trupe.com";Tuscaloosa;"AL";35404;10/13/2015;"Shoes";"";"Yes"
645;"Mr";"Willaim";"White";"wwhiterd@dilaconsulting.com";Blanco;"TX";78606;8/19/2015;"Shoes";"";"Yes"
646;"Mr";"XAVIER";"Martin";"xmartin@loreal.com";Springfield;"MA";01103;9/12/2014;"Dresses";"";"Yes"
